22810	66583
4555	20045
17635	71087
19702	27692
15510	96605
22810	33250
178	52699
4821	62571
17954	5733
10465	87181
13794	23986
2186	111802
5825	82862
9624	22531
1063	111734
8014	120799
7763	17014
16557	51318
14672	68237
2261	120958
10061	72010
7541	89496
22827	117449
20502	113583
7299	38735
20104	53947
753	8454
19471	51087
20874	12554
10903	69284
3032	44982
19655	36032
20241	109586
18785	100700
4417	21209
4891	31413
16422	19754
4608	19404
1217	23587
15005	5210
6944	30366
5615	47534
13474	79312
22784	103848
20804	96566
10903	3573
1272	7471
19161	68216
5331	68883
11987	76115
13897	112370
21530	93458
18497	109123
8591	29454
22124	43956
9865	116269
7510	105975
15720	59140
17837	32530
8881	44415
9012	122692
12027	122564
13280	42254
19752	6882
15059	61189
13368	110849
16341	19349
135	25172
17019	65194
1637	101824
22605	26418
14414	59438
11631	123366
22759	47483
17665	33706
12991	97198
3467	9150
17333	47268
20209	93920
14340	98420
15843	30580
8884	103366
11787	23747
16279	101512
3828	46743
6862	16075
3969	25592
9080	89775
11651	19276
9843	111003
22128	31680
13818	46696
20789	108704
14967	73753
2355	47153
7877	103688
20678	49182
14464	122205
1388	83974
18048	12527
975	64827
3187	71206
12112	3028
20615	97884
13686	112937
825	5315
4168	101834
3469	120568
5347	113732
11540	113540
10688	29707
3627	46061
6316	46967
17266	114818
19165	110743
14324	93032
19239	53908
5761	24286
18056	91597
322	46972
13578	45035
2084	60751
17938	67367
4495	45106
18100	46002
3811	62467
22615	60406
661	115122
14013	112218
2761	66588
11747	15197
2765	59559
16990	1154
6185	6542
4659	65725
13160	90645
1834	36514
21864	103297
21289	110900
18133	9655
3634	58688
4347	49012
20814	54820
11701	9007
21641	46092
18729	604
10599	60550
19264	111787
14062	67463
3901	7679
8505	62229
10364	90104
9301	48318
19490	17709
21598	113525
19428	102232
6820	119732
10572	3556
7373	26350
15220	81119
8938	39812
16389	101976
10596	90202
219	122165
12828	114171
8676	79340
10130	72070
12622	78949
695	123591
19488	8492
20954	113931
1891	87785
14529	15773
20638	31556
2432	603
6588	91527
20359	98972
12060	9305
19456	117617
6427	102895
13370	35643
8094	37023
18079	13663
605	47097
13937	117579
18951	40975
9406	12345
17097	108176
17929	36431
18718	22686
22149	120925
12968	63550
16661	43984
11123	14376
8186	22780
20428	56433
19062	24424
18047	36074
19909	103118
367	74469
22134	25769
13524	68792
68	105049
110	48019
2276	46659
6155	109803
15337	117155
903	105979
11789	110425
5089	81300
7811	91881
22387	78358
14987	25438
12619	101047
22827	83150
22544	45104
20981	37731
10177	106354
10347	95865
6708	101273
85	19942
12278	112175
22411	19627
9964	59132
16623	105669
15145	20746
8741	114872
4996	80929
19755	73852
5704	40734
21919	117161
18691	4767
20658	46939
1757	25547
14805	58557
18515	53310
9907	7002
7677	118731
16740	85489
2668	99567
22157	30985
21773	4702
13280	8876
4429	1846
10924	35435
18298	47958
16546	26525
6680	43766
17156	82017
22718	74379
3505	40793
9706	112113
10953	7389
7754	56353
4355	37696
16608	43915
3000	57846
2242	3428
10709	42207
16763	114411
16327	35897
9582	48338
18586	104032
18749	13970
4283	121048
4078	29264
21857	45854
16039	29435
3496	59098
5089	65508
14623	45003
20638	38996
8602	32184
16405	5560
17963	17979
