430	1063
18	43
130	300
1227	2920
655	1597
786	1913
1358	3211
479	1185
283	693
1024	2435
588	1448
1673	3942
1625	1427
348	836
424	1054
1541	3658
33	77
1767	4168
1284	3051
735	1781
851	693
442	1098
237	579
436	1083
1188	2837
1782	4213
1835	4333
1674	3944
40	91
1316	3118
1407	3343
565	1396
1471	3485
530	1296
320	771
1088	2593
1878	4417
1657	3908
52	125
1419	3373
783	1908
66	151
22	59
1329	3142
1174	2805
449	1109
1373	3250
900	2156
990	2367
569	1403
1090	2597
1745	4108
1769	4177
1718	4053
114	268
373	900
1377	3260
1862	4385
1596	3773
1029	2452
26	67
913	2190
1629	3848
1878	4411
1150	2741
886	2115
964	2263
137	319
1644	3882
3	7
621	1524
355	854
1752	1208
204	489
732	1780
1234	2938
1510	3576
159	379
916	2196
963	2300
1446	3431
1843	4351
553	1351
1880	4423
1885	4429
1379	3268
652	1590
886	2116
1239	2947
1124	2673
1124	2675
1235	2942
1562	3695
1606	3812
1147	2737
679	1656
1657	3909
1407	3338
871	2089
1402	3332
1631	3861
72	164
1741	4004
82	190
711	1731
1694	3995
1787	4227
621	1522
59	139
270	665
1285	3051
1658	3913
358	859
1051	2503
1435	3409
1260	2993
24	64
18	46
394	967
305	738
511	1252
1597	3777
1745	4111
547	1338
1878	4413
1451	3442
663	1611
1747	4115
1226	2916
498	1220
791	1923
1403	3333
1571	3719
287	699
1773	4190
477	1172
975	2333
552	1349
577	1422
1468	3483
493	1210
538	1311
109	261
900	950
845	2036
111	263
1051	2501
602	1482
762	1856
1474	3497
1067	2544
1	2
566	1397
276	682
583	1439
223	536
1136	2707
1691	3984
160	177
570	1403
670	1626
1044	2488
118	275
942	2254
384	939
1144	2731
171	409
1549	1093
1170	2792
893	2124
503	805
645	1578
922	2209
1201	2867
1089	2595
1767	4170
1111	2641
1498	3552
1158	2762
1250	2972
918	2199
1894	4445
1515	3596
250	618
476	1174
349	836
931	2230
1844	4352
949	2270
1751	4131
1873	177
1210	2518
704	1709
479	1179
600	1476
733	1783
443	1100
926	2220
882	2108
1032	2456
1351	3199
17	43
977	2337
680	1657
953	2280
1436	3410
768	1872
454	1115
58	132
1292	3067
1144	2726
1814	4288
1236	2944
1619	3837
1198	2857
554	1353
576	1422
594	1457
927	2218
1759	4151
499	548
1698	4002
1784	4217
137	327
452	1118
1879	4422
1097	2615
580	1432
1270	3011
561	1383
1283	3048
1354	3202
1784	4223
676	1647
643	1571
717	1744
1276	3031
857	2059
980	2343
1220	2902
731	385
1352	950
710	1726
995	2375
1011	2406
1849	4360
1707	4024
1466	3475
1515	3597
537	1314
1890	4438
710	1724
564	1393
780	1901
862	2068
1632	3865
1794	4242
1101	2620
90	210
1878	4414
611	1501
1586	3748
1621	3841
1376	3264
1516	3601
721	1751
1786	4225
1656	3902
1672	3941
1815	4288
524	1278
753	1836
1381	3275
663	1613
155	372
1726	4070
488	1201
1292	3061
1127	2686
440	1092
1706	4018
1893	4447
733	1787
34	79
730	385
1880	4421
574	1415
1478	3503
1189	2832
1200	2862
211	507
1241	621
1148	2738
1733	3504
574	1414
1426	3384
1717	4052
464	1154
360	863
1034	2464
548	1342
374	903
161	385
1086	2585
1604	3803
419	1041
1878	4419
340	812
658	1601
1277	3027
153	363
225	545
276	508
1063	2533
1907	4481
1086	2586
1675	3948
567	1400
397	983
190	456
175	415
455	1123
1875	4403
1266	3005
208	501
572	1405
561	1382
1088	2594
27	68
1503	3563
395	974
623	1529
321	776
1454	3454
1012	2409
529	1292
30	73
727	1762
1360	3222
929	2227
136	311
563	1391
799	1939
941	2248
1392	3303
214	514
1631	3862
1606	3810
275	680
262	637
1237	2940
958	2291
645	1576
43	99
1845	4353
1332	3152
1746	4120
1592	3760
1719	4054
1250	2973
1473	3493
458	348
673	1633
822	1981
233	570
393	967
1836	4335
1788	4226
1189	2837
816	1975
460	1138
1094	2606
1575	3731
1466	3478
987	2359
674	1638
1861	4383
577	1419
247	602
1886	4431
1735	4090
183	439
1743	4103
558	1372
556	1359
115	271
87	203
663	1612
776	1893
170	407
241	587
983	2349
1395	3309
712	1732
853	2054
1302	3088
521	1273
1052	2505
515	1261
1117	2659
1636	3873
1874	4401
606	1487
909	2176
7	22
1874	1750
1183	2825
835	2015
907	2174
1254	2979
901	2157
382	933
1374	3254
1464	3469
146	338
1153	2751
871	2088
9	26
394	969
1608	3806
397	981
1175	2806
385	943
663	903
1728	4075
169	407
1033	2458
770	1874
352	842
1034	2460
431	1066
991	2368
1537	3648
1485	337
1750	4127
499	1228
1318	3123
1847	806
338	806
355	849
645	1577
1681	3961
1161	2768
1168	2789
1898	4462
1242	2952
833	2008
1616	3830
414	1022
559	1377
1480	3506
233	566
1898	4465
1138	2712
1500	3555
1788	4228
1519	3608
580	1433
667	1619
1525	3621
489	1205
487	1198
1607	3808
1161	2767
788	1919
1333	3157
405	1004
969	2309
743	1799
652	1593
469	1162
1542	3660
226	550
313	756
571	1407
979	2339
1213	2888
148	346
1143	2723
425	1055
708	1718
1548	3669
1125	2679
717	1742
1839	4344
1438	3417
1008	2404
1573	3724
1285	3044
81	186
630	1543
706	1715
343	825
547	1339
497	1220
1801	4256
1856	4375
1572	3727
1271	3016
1231	2927
769	1878
506	1238
1676	3949
1333	3156
